sample_id,model_key,model_name,model_display_name,model_version,benchmark,run_label,entry_point,prompt_len,n_generations,source_path,candidate_hits,first_hit,any_hit,n_candidates,first_code,first_compiled_ok,first_tests_passed,first_error_type
HumanEval/108,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,count_nums,396,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def count_nums(arr):
    assert type(arr) == list, ""invalid inputs""
    assert all(type(x) == int for x in arr), ""invalid inputs""

    def signed_digit_sum(n):
        if n == 0:
            return 0
        sign = -1 if n < 0 else 1
        s = str(abs(n))
        total = sign * int(s[0])
        for ch in s[1:]:
            total += int(ch)
        return total

    return sum(1 for x in arr if signed_digit_sum(x) > 0)",True,True,
HumanEval/109,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,move_one_ball,1265,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def move_one_ball(arr):
    assert type(arr) == list, ""invalid inputs""
    assert all(type(x) == int for x in arr), ""invalid inputs""
    assert len(set(arr)) == len(arr), ""invalid inputs""
    assert all(type(x) == int for x in arr), ""invalid inputs""

    n = len(arr)
    if n <= 1:
        return True

    breaks = 0
    for i in range(n):
        if arr[i] > arr[(i + 1) % n]:
            breaks += 1
            if breaks > 1:
                return False
    return True",True,True,
HumanEval/11,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,string_xor,259,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"from typing import List

def string_xor(a: str, b: str) -> str:
    assert isinstance(a, str) and isinstance(b, str), ""invalid inputs""  # $_CONTRACT_$
    assert len(a) == len(b), ""invalid inputs""  # $_CONTRACT_$
    assert set(a).issubset({""0"", ""1""}) and set(b).issubset({""0"", ""1""}), ""invalid inputs""  # $_CONTRACT_$
    return """".join(""1"" if x != y else ""0"" for x, y in zip(a, b))",True,True,
HumanEval/110,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,exchange,673,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def exchange(lst1, lst2):
    need = sum(1 for x in lst1 if x % 2 != 0)
    have = sum(1 for x in lst2 if x % 2 == 0)
    return ""YES"" if have >= need else ""NO""",True,True,
HumanEval/111,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,histogram,499,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def histogram(test):
    assert isinstance(test, str), ""invalid inputs""
    words = test.split("" "")
    for word in words:
        if word != """":
            assert len(word) == 1 and word.islower(), ""invalid inputs""

    counts = {}
    for w in words:
        if w:
            counts[w] = counts.get(w, 0) + 1

    if not counts:
        return {}

    max_count = max(counts.values())
    return {k: v for k, v in counts.items() if v == max_count}",True,True,
HumanEval/112,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,reverse_delete,598,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def reverse_delete(s, c):
    assert isinstance(s, str) and isinstance(c, str), ""invalid inputs""  # $_CONTRACT_$
    to_remove = set(c)
    res = """".join(ch for ch in s if ch not in to_remove)
    return res, res == res[::-1]",True,True,
HumanEval/113,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,odd_count,590,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def odd_count(lst):
    assert type(lst) == list, ""invalid inputs""
    assert all(isinstance(s, str) for s in lst), ""invalid inputs""
    assert all(s.isdigit() for s in lst), ""invalid inputs""

    res = []
    for s in lst:
        n = sum((ord(ch) - 48) & 1 for ch in s)
        res.append(f""the number of odd elements {n}n the str{n}ng {n} of the {n}nput."")
    return res",True,True,
HumanEval/114,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,minSubArraySum,236,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def minSubArraySum(nums):
    assert type(nums) == list, ""invalid inputs""  # $_CONTRACT_$
    assert len(nums) > 0, ""invalid inputs""  # $_CONTRACT_$
    curr = best = nums[0]
    for x in nums[1:]:
        curr = min(x, curr + x)
        best = min(best, curr)
    return best",True,True,
HumanEval/115,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,max_fill,1046,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"import math

def max_fill(grid, capacity):
    total = 0
    for row in grid:
        water = sum(row)
        if water:
            total += (water + capacity - 1) // capacity
    return total",True,True,
HumanEval/116,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,sort_array,462,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[false],False,False,1,"def sort_array(arr):
    assert isinstance(arr, list), ""invalid inputs""
    assert all(isinstance(x, int) and x >= 0 for x in arr), ""invalid inputs""
    return sorted(arr, key=lambda x: (x.bit_count(), x))",True,False,failed_tests
HumanEval/117,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,select_words,702,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def select_words(s, n):
    assert isinstance(s, str), ""invalid inputs""
    assert all(ch == "" "" or ch.isalpha() for ch in s), ""invalid inputs""
    assert type(n) == int, ""invalid inputs""
    assert n >= 0, ""invalid inputs""

    if not s:
        return []

    vowels = set(""aeiouAEIOU"")
    result = []
    for word in s.split():
        consonants = sum(1 for ch in word if ch not in vowels)
        if consonants == n:
            result.append(word)
    return result",True,True,
HumanEval/118,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,get_closest_vowel,571,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def get_closest_vowel(word):
    vowels = set(""aeiouAEIOU"")
    n = len(word)
    for i in range(n - 2, 0, -1):
        c = word[i]
        if c in vowels and word[i - 1] not in vowels and word[i + 1] not in vowels:
            return c
    return """"",True,True,
HumanEval/119,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,match_parens,641,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def match_parens(lst):
    def check(s):
        bal = 0
        for ch in s:
            if ch == '(':
                bal += 1
            else:
                bal -= 1
                if bal < 0:
                    return False
        return bal == 0

    a, b = lst
    return ""Yes"" if (check(a + b) or check(b + a)) else ""No""",True,True,
HumanEval/12,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,longest,376,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"from typing import List, Optional

def longest(strings: List[str]) -> Optional[str]:
    assert type(strings) == list, ""invalid inputs""  # $_CONTRACT_$
    assert all([isinstance(v, str) for v in strings]), ""invalid inputs""  # $_CONTRACT_$
    if not strings:
        return None
    best = strings[0]
    best_len = len(best)
    for s in strings[1:]:
        ls = len(s)
        if ls > best_len:
            best = s
            best_len = ls
    return best",True,True,
HumanEval/120,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,maximum,613,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"import heapq

def maximum(arr, k):
    assert type(arr) == list, ""invalid inputs""
    assert 1 <= len(arr) <= 1000, ""invalid inputs""
    assert all(-1000 <= x <= 1000 for x in arr), ""invalid inputs""
    assert type(k) == int, ""invalid inputs""
    assert 0 <= k <= len(arr), ""invalid inputs""

    if k == 0:
        return []
    return sorted(heapq.nlargest(k, arr))",True,True,
HumanEval/121,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,solution,267,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def solution(lst):
    assert type(lst) == list, ""invalid inputs""
    assert all(type(x) == int for x in lst), ""invalid inputs""
    assert len(lst) > 0, ""invalid inputs""
    return sum(x for i, x in enumerate(lst) if i % 2 == 0 and x % 2 != 0)",True,True,
HumanEval/122,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,add_elements,382,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def add_elements(arr, k):
    assert type(arr) == list, ""invalid inputs""
    assert all(type(x) == int for x in arr), ""invalid inputs""
    assert 1 <= len(arr) <= 100, ""invalid inputs""
    assert type(k) == int, ""invalid inputs""
    assert 1 <= k <= len(arr), ""invalid inputs""

    total = 0
    for x in arr[:k]:
        if abs(x) < 100:
            total += x
    return total",True,True,
HumanEval/123,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,get_odd_collatz,843,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def get_odd_collatz(n):
    assert type(n) == int, ""invalid inputs""
    assert n > 0, ""invalid inputs""

    odds = set()
    while True:
        if n & 1:
            odds.add(n)
            if n == 1:
                break
            n = 3 * n + 1
        else:
            n //= 2
    return sorted(odds)",True,True,
HumanEval/124,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,valid_date,851,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"import re

def valid_date(date):
    if not date:
        return False
    m = re.fullmatch(r'(\d{2})-(\d{2})-(\d{4})', date)
    if not m:
        return False
    month = int(m.group(1))
    day = int(m.group(2))
    if month < 1 or month > 12:
        return False
    if day < 1:
        return False
    if month == 2:
        return day <= 29
    if month in (4, 6, 9, 11):
        return day <= 30
    return day <= 31",True,True,
HumanEval/125,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,split_words,490,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def split_words(txt):
    assert type(txt) == str, ""invalid inputs""
    assert not txt.startswith("" "") and not txt.startswith("","") and not txt.endswith("" "") and not txt.endswith("",""), ""invalid inputs""

    if any(ch.isspace() for ch in txt):
        return txt.split()
    if "","" in txt:
        return txt.split("","")
    count = 0
    for ch in txt:
        if ""a"" <= ch <= ""z"":
            if (ord(ch) - ord(""a"")) % 2 == 1:
                count += 1
    return count",True,True,
HumanEval/126,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,is_sorted,576,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def is_sorted(lst):
    assert type(lst) == list, ""invalid inputs""  # $_CONTRACT_$
    assert all(type(x) == int and x >= 0 for x in lst), ""invalid inputs""  # $_CONTRACT_$
    if len(lst) <= 1:
        return True
    prev = lst[0]
    run_len = 1
    for x in lst[1:]:
        if x < prev:
            return False
        if x == prev:
            run_len += 1
            if run_len > 2:
                return False
        else:
            prev = x
            run_len = 1
    return True",True,True,
HumanEval/127,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,intersection,926,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def intersection(interval1, interval2):
    a1, b1 = interval1
    a2, b2 = interval2
    s = max(a1, a2)
    e = min(b1, b2)
    if s > e:
        return ""NO""
    length = e - s
    if length < 2:
        return ""NO""

    if length % 2 == 0:
        return ""YES"" if length == 2 else ""NO""
    if length % 3 == 0:
        return ""YES"" if length == 3 else ""NO""

    i = 5
    w = 2
    while i * i <= length:
        if length % i == 0:
            return ""NO""
        i += w
        w = 6 - w
    return ""YES""",True,True,
HumanEval/128,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,prod_signs,387,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def prod_signs(arr):
    assert type(arr) == list, ""invalid inputs""
    assert all(type(x) == int for x in arr), ""invalid inputs""
    if not arr:
        return None
    total_mag = 0
    sign_prod = 1
    for x in arr:
        if x == 0:
            sign_prod = 0
        elif x < 0:
            sign_prod *= -1
        total_mag += abs(x)
    return total_mag * sign_prod",True,True,
HumanEval/129,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,minPath,1360,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def minPath(grid, k):
    n = len(grid)
    if k == 1:
        mn = grid[0][0]
        for r in range(n):
            row = grid[r]
            for c in range(n):
                v = row[c]
                if v < mn:
                    mn = v
        return [mn]

    dirs = ((1, 0), (-1, 0), (0, 1), (0, -1))

    # Precompute neighbors and value->position
    neighbors = [[None] * n for _ in range(n)]
    pos = [None] * (n * n + 1)
    for r in range(n):
        for c in range(n):
            v = grid[r][c]
            pos[v] = (r, c)
            nb = []
            for dr, dc in dirs:
                rr, cc = r + dr, c + dc
                if 0 <= rr < n and 0 <= cc < n:
                    nb.append((rr, cc))
            neighbors[r][c] = nb

    # Choose smallest starting value (unique)
    start_val = 1
    while True:
        r0, c0 = pos[start_val]
        if r0 is not None:
            break
        start_val += 1

    curr_states = {(r0, c0)}
    result = [start_val]

    for _ in range(2, k + 1):
        # Find minimal next value among all neighbor moves from any current state
        min_next_val = None
        next_positions = []
        for r, c in curr_states:
            for rr, cc in neighbors[r][c]:
                v = grid[rr][cc]
                if min_next_val is None or v < min_next_val:
                    min_next_val = v
                    next_positions = [(rr, cc)]
                elif v == min_next_val:
                    next_positions.append((rr, cc))

        # Deduplicate next states with minimal value
        curr_states = set(next_positions)
        result.append(min_next_val)

    return result",True,True,
HumanEval/13,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,greatest_common_divisor,217,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def greatest_common_divisor(a: int, b: int) -> int:
    assert type(a) == int and type(b) == int, ""invalid inputs""  # $_CONTRACT_$
    assert a > 0 and b > 0, ""invalid inputs""  # $_CONTRACT_$
    while b:
        a, b = b, a % b
    return a",True,True,
HumanEval/130,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,tri,672,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[false],False,False,1,"from fractions import Fraction

def tri(n):
    assert type(n) == int, ""invalid inputs""
    assert n >= 0, ""invalid inputs""

    if n == 0:
        return [1]

    a = [None] * (n + 1)
    a[0] = 1
    a[1] = 3

    for k in range(2, n + 1):
        if k % 2 == 0:
            a[k] = Fraction(1, 1) + Fraction(k, 2)

    for k in range(3, n + 1, 2):
        if k + 1 <= n:
            a[k] = a[k - 1] + a[k - 2] + a[k + 1]
        else:
            a[k] = a[k - 1] + a[k - 2]

    def conv(x):
        if isinstance(x, Fraction) and x.denominator == 1:
            return x.numerator
        return x

    return [conv(x) for x in a]",True,False,failed_tests
HumanEval/131,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,digits,213,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def digits(n):
    assert type(n) == int, ""invalid inputs""
    assert n > 0, ""invalid inputs""
    prod = 1
    found = False
    while n > 0:
        d = n % 10
        if d % 2 == 1:
            prod *= d
            found = True
        n //= 10
    return prod if found else 0",True,True,
HumanEval/132,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,is_nested,472,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[false],False,False,1,"def is_nested(string):
    assert isinstance(string, str), ""invalid inputs""
    assert all(ch == ""["" or ch == ""]"" for ch in string), ""invalid inputs""

    depth = 0
    max_depth = 0
    for ch in string:
        if ch == ""["":
            depth += 1
            if depth > max_depth:
                max_depth = depth
        else:
            if depth > 0:
                depth -= 1
    return max_depth >= 2",True,False,failed_tests
HumanEval/133,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,sum_squares,467,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"import math

def sum_squares(lst):
    assert type(lst) == list, ""invalid inputs""  # $_CONTRACT_$
    assert all(type(x) in [int, float] for x in lst), ""invalid inputs""  # $_CONTRACT_$
    return sum(int(math.ceil(x)) ** 2 for x in lst)",True,True,
HumanEval/134,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,check_if_last_char_is_a_letter,520,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[false],False,False,1,"def check_if_last_char_is_a_letter(txt):
    assert type(txt) == str, ""invalid inputs""  # $_CONTRACT_$
    if not txt:
        return False
    if txt[-1].isspace():
        return False
    if not txt[-1].isalpha():
        return False
    if len(txt) >= 2 and not txt[-2].isspace():
        return False
    return True",True,False,failed_tests
HumanEval/135,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,can_arrange,361,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def can_arrange(arr):
    assert type(arr) == list, ""invalid inputs""
    assert all(type(x) in [int, float] for x in arr), ""invalid inputs""
    assert len(arr) == len(set(arr)), ""invalid inputs""

    for i in range(len(arr) - 1, 0, -1):
        if arr[i] <= arr[i - 1]:
            return i
    return -1",True,True,
HumanEval/136,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,largest_smallest_integers,465,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def largest_smallest_integers(lst):
    assert type(lst) == list, ""invalid inputs""  # $_CONTRACT_$
    assert all(type(x) == int for x in lst), ""invalid inputs""  # $_CONTRACT_$

    largest_negative = None
    smallest_positive = None

    for x in lst:
        if x < 0:
            if largest_negative is None or x > largest_negative:
                largest_negative = x
        elif x > 0:
            if smallest_positive is None or x < smallest_positive:
                smallest_positive = x

    return (largest_negative, smallest_positive)",True,True,
HumanEval/137,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,compare_one,454,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def compare_one(a, b):
    def to_float(x):
        return float(str(x).replace("","", "".""))
    fa = to_float(a)
    fb = to_float(b)
    if fa > fb:
        return a
    if fb > fa:
        return b
    return None",True,True,
HumanEval/138,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,is_equal_to_sum_even,264,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def is_equal_to_sum_even(n):
    assert type(n) == int, ""invalid inputs""
    return n >= 8 and n % 2 == 0",True,True,
HumanEval/139,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,special_factorial,325,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def special_factorial(n):
    assert type(n) == int, ""invalid inputs""  # $_CONTRACT_$
    assert n > 0, ""invalid inputs""  # $_CONTRACT_$
    fact = 1
    result = 1
    for k in range(1, n + 1):
        fact *= k
        result *= fact
    return result",True,True,
HumanEval/14,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,all_prefixes,210,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"from typing import List

def all_prefixes(string: str) -> List[str]:
    assert isinstance(string, str), ""invalid inputs""  # $_CONTRACT_$
    return [string[:i] for i in range(1, len(string) + 1)]",True,True,
HumanEval/140,m1_chatgpt,ChatGPT,ChatGPT 5.2,5.2,humaneval_plus,fc,fix_spaces,392,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"import re

def fix_spaces(text):
    assert isinstance(text, str), ""invalid inputs""  # $_CONTRACT_$
    def repl(m):
        n = len(m.group(0))
        return ""_"" if n == 1 else ""__"" if n == 2 else ""-""
    return re.sub(r"" +"", repl, text)",True,True,
