sample_id,model_name,benchmark,run_label,entry_point,prompt_len,n_generations,source_path,candidate_hits,first_hit,any_hit,n_candidates,first_code,first_compiled_ok,first_tests_passed,first_error_type
HumanEval/19,ChatGPT,humaneval_plus,fc,sort_numbers,383,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"from typing import List

def sort_numbers(numbers: str) -> str:
    mapping = {
        ""zero"": 0,
        ""one"": 1,
        ""two"": 2,
        ""three"": 3,
        ""four"": 4,
        ""five"": 5,
        ""six"": 6,
        ""seven"": 7,
        ""eight"": 8,
        ""nine"": 9,
    }
    if numbers == """":
        return """"
    parts = numbers.split("" "")
    parts.sort(key=mapping.__getitem__)
    return "" "".join(parts)",True,True,
HumanEval/2,ChatGPT,humaneval_plus,fc,truncate_number,331,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"import math

def truncate_number(number: float) -> float:
    assert number > 0, ""invalid inputs""
    assert isinstance(number, float), ""invalid inputs""
    assert number != float(""+inf""), ""invalid inputs""
    return number - math.floor(number)",True,True,
HumanEval/20,ChatGPT,humaneval_plus,fc,find_closest_elements,451,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"from typing import List, Tuple

def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    assert all(type(x) in [int, float] for x in numbers), ""invalid inputs""
    assert len(numbers) >= 2, ""invalid inputs""

    nums = sorted(float(x) for x in numbers)
    best_pair = (nums[0], nums[1])
    best_diff = abs(nums[1] - nums[0])

    for i in range(1, len(nums) - 1):
        a, b = nums[i], nums[i + 1]
        d = b - a
        if d < best_diff:
            best_diff = d
            best_pair = (a, b)

    return best_pair",True,True,
HumanEval/21,ChatGPT,humaneval_plus,fc,rescale_to_unit,350,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"from typing import List

def rescale_to_unit(numbers: List[float]) -> List[float]:
    assert all(type(x) in [int, float] for x in numbers), ""invalid inputs""  # $_CONTRACT_$
    assert len(numbers) >= 2, ""invalid inputs""  # $_CONTRACT_$
    mn = min(numbers)
    mx = max(numbers)
    assert mx > mn, ""invalid inputs""  # $_CONTRACT_$
    denom = mx - mn
    return [(x - mn) / denom for x in numbers]",True,True,
HumanEval/22,ChatGPT,humaneval_plus,fc,filter_integers,269,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"from typing import List, Any

def filter_integers(values: List[Any]) -> List[int]:
    assert type(values) == list, ""invalid inputs""
    return [v for v in values if type(v) is int]",True,True,
HumanEval/23,ChatGPT,humaneval_plus,fc,strlen,133,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def strlen(string: str) -> int:
    assert isinstance(string, str), ""invalid inputs""
    return len(string)",True,True,
HumanEval/24,ChatGPT,humaneval_plus,fc,largest_divisor,172,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def largest_divisor(n: int) -> int:
    assert type(n) == int, ""invalid inputs""  # $_CONTRACT_$
    assert n > 1, ""invalid inputs""  # $_CONTRACT_$

    if n % 2 == 0:
        return n // 2

    i = 3
    while i * i <= n:
        if n % i == 0:
            return n // i
        i += 2

    return 1",True,True,
HumanEval/25,ChatGPT,humaneval_plus,fc,factorize,449,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"from typing import List

def factorize(n: int) -> List[int]:
    assert type(n) == int, ""invalid inputs""
    assert n >= 2, ""invalid inputs""

    factors: List[int] = []

    while n % 2 == 0:
        factors.append(2)
        n //= 2

    d = 3
    while d * d <= n:
        while n % d == 0:
            factors.append(d)
            n //= d
        d += 2

    if n > 1:
        factors.append(n)

    return factors",True,True,
HumanEval/26,ChatGPT,humaneval_plus,fc,remove_duplicates,285,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"from typing import List
from collections import Counter

def remove_duplicates(numbers: List[int]) -> List[int]:
    assert type(numbers) == list, ""invalid inputs""  # $_CONTRACT_$
    assert all(type(x) == int for x in numbers), ""invalid inputs""  # $_CONTRACT_$
    counts = Counter(numbers)
    return [x for x in numbers if counts[x] == 1]",True,True,
HumanEval/27,ChatGPT,humaneval_plus,fc,flip_case,179,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def flip_case(string: str) -> str:
    assert type(string) == str, ""invalid inputs""  # $_CONTRACT_$
    return string.swapcase()",True,True,
HumanEval/28,ChatGPT,humaneval_plus,fc,concatenate,213,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"from typing import List

def concatenate(strings: List[str]) -> str:
    assert isinstance(strings, list), ""invalid inputs""
    assert all(isinstance(s, str) for s in strings), ""invalid inputs""
    return """".join(strings)",True,True,
HumanEval/29,ChatGPT,humaneval_plus,fc,filter_by_prefix,312,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"from typing import List

def filter_by_prefix(strings: List[str], prefix: str) -> List[str]:
    assert all(isinstance(s, str) for s in strings), ""invalid inputs""
    assert isinstance(prefix, str), ""invalid inputs""
    return [s for s in strings if s.startswith(prefix)]",True,True,
HumanEval/3,ChatGPT,humaneval_plus,fc,below_zero,448,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"from typing import List

def below_zero(operations: List[int]) -> bool:
    balance = 0
    for op in operations:
        balance += op
        if balance < 0:
            return True
    return False",True,True,
HumanEval/30,ChatGPT,humaneval_plus,fc,get_positive,230,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[false],False,False,1,"def get_positive(l: list):
    assert type(l) == list, ""invalid inputs""
    return [x for x in l if isinstance(x, (int, float)) and not isinstance(x, bool) and x > 0]",True,False,failed_tests
HumanEval/31,ChatGPT,humaneval_plus,fc,is_prime,309,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def is_prime(n):
    assert type(n) == int, ""invalid inputs""
    if n < 2:
        return False
    if n in (2, 3):
        return True
    if n % 2 == 0 or n % 3 == 0:
        return False
    i = 5
    step = 2
    while i * i <= n:
        if n % i == 0:
            return False
        i += step
        step = 6 - step
    return True",True,True,
HumanEval/32,ChatGPT,humaneval_plus,fc,find_zero,759,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[false],False,False,1,"import math

def poly(xs: list, x: float):
    return sum([coeff * math.pow(x, i) for i, coeff in enumerate(xs)])

def find_zero(xs: list):
    assert isinstance(xs, list) and len(xs) > 0 and len(xs) % 2 == 0, ""invalid inputs""
    assert xs[-1] != 0, ""invalid inputs""
    assert all(type(x) == int for x in xs), ""invalid inputs""

    dxs = [xs[i] * i for i in range(1, len(xs))]

    def func(x):
        return poly(xs, x)

    def derivative(x):
        return poly(dxs, x)

    tol = 1e-5

    def safe_eval(x):
        try:
            v = func(x)
        except OverflowError:
            return float(""inf"")
        if math.isnan(v):
            return float(""inf"")
        return v

    def safe_deriv(x):
        try:
            v = derivative(x)
        except OverflowError:
            return float(""inf"")
        if math.isnan(v):
            return float(""inf"")
        return v

    def bisect(a, b, fa, fb):
        for _ in range(2000):
            m = (a + b) / 2.0
            fm = safe_eval(m)
            if abs(fm) < tol:
                return m
            if fa == 0.0:
                return a
            if fb == 0.0:
                return b
            if fa * fm <= 0:
                b, fb = m, fm
            else:
                a, fa = m, fm
            if abs(b - a) < 1e-12:
                return (a + b) / 2.0
        return (a + b) / 2.0

    def bracket_root():
        # Even degree with nonzero leading coefficient implies same sign at +/-inf, so real root exists.
        # Find a local extremum where function is on the opposite side of the sign at infinity.
        lead = xs[-1]
        sign_inf = 1 if lead > 0 else -1

        # Try Newton on derivative from multiple seeds to find a stationary point.
        seeds = [0.0, 1.0, -1.0, 2.0, -2.0, 4.0, -4.0, 8.0, -8.0, 16.0, -16.0, 32.0, -32.0]
        best_x = None
        best_val = float(""inf"")

        for s in seeds:
            x = s
            for _ in range(80):
                g = safe_deriv(x)
                if not math.isfinite(g):
                    break
                dg = poly([dxs[i] * i for i in range(1, len(dxs))], x) if len(dxs) > 1 else 0.0
                if not math.isfinite(dg) or abs(dg) < 1e-14:
                    break
                step = g / dg
                if not math.isfinite(step):
                    break
                x -= step
                if abs(step) < 1e-10:
                    break
            v = safe_eval(x)
            if math.isfinite(v) and abs(v) < best_val:
                best_val = abs(v)
                best_x = x

        # If we didn't find a good stationary point, just use x=0 as center.
        if best_x is None or not math.isfinite(best_x):
            best_x = 0.0

        center = best_x
        fc = safe_eval(center)

        # Ensure center is on opposite side of sign at infinity, else move to find such a point.
        def side(v):
            if v > 0:
                return 1
            if v < 0:
                return -1
            return 0

        if side(fc) == 0:
            return (center - 1.0, center + 1.0)

        if side(fc) == sign_inf:
            # Move along both directions to find point with opposite sign.
            step = 1.0
            for _ in range(200):
                for direction in (-1.0, 1.0):
                    x = center + direction * step
                    fx = safe_eval(x)
                    if side(fx) == 0:
                        return (x, x)
                    if side(fx) == -sign_inf:
                        # We have opposite sign at x compared to infinity, now bracket with far point
                        # where function has sign_inf.
                        far_step = step
                        far = x
                        ffar = fx
                        while side(ffar) != sign_inf and far_step < 2**60:
                            far_step *= 2.0
                            far = center + direction * far_step
                            ffar = safe_eval(far)
                            if side(ffar) == 0:
                                return (far, far)
                        if side(ffar) == sign_inf:
                            return (x, far) if x < far else (far, x)
                step *= 2.0

        # As a fallback, attempt to find any sign change by expanding from center
        a = center
        fa = fc
        step = 1.0
        for _ in range(300):
            b1 = center - step
            f1 = safe_eval(b1)
            if side(f1) == 0:
                return (b1, b1)
            b2 = center + step
            f2 = safe_eval(b2)
            if side(f2) == 0:
                return (b2, b2)
            if math.isfinite(f1) and math.isfinite(fa) and f1 * fa <= 0:
                return (b1, a) if b1 < a else (a, b1)
            if math.isfinite(f2) and math.isfinite(fa) and f2 * fa <= 0:
                return (a, b2) if a < b2 else (b2, a)
            step *= 2.0

        # Last resort: try broad range
        return (-1.0, 1.0)

    # First, try Newton from x=0 with safeguards; if fails, use bracketing + bisection.
    x = 0.0
    for _ in range(200):
        fx = safe_eval(x)
        if abs(fx) < tol:
            return x
        dfx = safe_deriv(x)
        if not math.isfinite(dfx) or abs(dfx) < 1e-12:
            break
        step = fx / dfx
        if not math.isfinite(step):
            break
        x_new = x - step
        if not math.isfinite(x_new):
            break
        # Damping if it doesn't improve
        fx_new = safe_eval(x_new)
        if not math.isfinite(fx_new) or abs(fx_new) > abs(fx):
            lam = 0.5
            improved = False
            for _ in range(40):
                xt = x - lam * step
                fxt = safe_eval(xt)
                if math.isfinite(fxt) and abs(fxt) < abs(fx):
                    x_new = xt
                    fx_new = fxt
                    improved = True
                    break
                lam *= 0.5
            if not improved:
                break
        x = x_new

    a, b = bracket_root()
    fa = safe_eval(a)
    fb = safe_eval(b)
    if a == b:
        return a
    if fa == 0.0:
        return a
    if fb == 0.0:
        return b
    if not (math.isfinite(fa) and math.isfinite(fb)) or fa * fb > 0:
        # Expand to find sign change
        center = (a + b) / 2.0
        step = max(1.0, abs(b - a))
        fa = safe_eval(center - step)
        fb = safe_eval(center + step)
        a = center - step
        b = center + step
        for _ in range(400):
            if math.isfinite(fa) and math.isfinite(fb) and fa * fb <= 0:
                break
            step *= 2.0
            a = center - step
            b = center + step
            fa = safe_eval(a)
            fb = safe_eval(b)
            if step > 2**60:
                break

    root = bisect(a, b, fa, fb)
    return root",True,False,failed_tests
HumanEval/33,ChatGPT,humaneval_plus,fc,sort_third,426,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def sort_third(l: list):
    assert type(l) == list, ""invalid inputs""
    res = list(l)
    idxs = list(range(0, len(l), 3))
    vals = sorted(l[i] for i in idxs)
    for i, v in zip(idxs, vals):
        res[i] = v
    return res",True,True,
HumanEval/34,ChatGPT,humaneval_plus,fc,unique,149,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def unique(l: list):
    assert type(l) == list, ""invalid inputs""  # $_CONTRACT_$
    try:
        return sorted(set(l))
    except TypeError:
        seen = []
        for x in l:
            if not any(x == y for y in seen):
                seen.append(x)
        return sorted(seen)",True,True,
HumanEval/35,ChatGPT,humaneval_plus,fc,max_element,185,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def max_element(l: list):
    assert type(l) == list, ""invalid inputs""
    assert len(l) != 0, ""invalid inputs""
    assert all(type(x) in [int, float] for x in l), ""invalid inputs""

    m = l[0]
    for x in l[1:]:
        if x > m:
            m = x
    return m",True,True,
HumanEval/36,ChatGPT,humaneval_plus,fc,fizz_buzz,228,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def fizz_buzz(n: int):
    assert type(n) == int and n > 0, ""invalid inputs""
    count = 0
    for x in range(n):
        if x % 11 == 0 or x % 13 == 0:
            count += str(x).count(""7"")
    return count",True,True,
HumanEval/37,ChatGPT,humaneval_plus,fc,sort_even,345,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def sort_even(l: list):
    assert type(l) == list, ""invalid inputs""  # $_CONTRACT_$
    assert all(type(x) in [int, float] for x in l), ""invalid inputs""  # $_CONTRACT_$
    evens = sorted(l[0::2])
    res = list(l)
    res[0::2] = evens
    return res",True,True,
HumanEval/38,ChatGPT,humaneval_plus,fc,decode_cyclic,567,1,/home/count/code/vkr/results/code/raw/ChatGPT_humaneval_plus_fc_20260402_025734.jsonl,[true],True,True,1,"def decode_cyclic(s: str):
    """"""
    takes as input string encoded with encode_cyclic function. Returns decoded string.
    """"""
    assert isinstance(s, str), ""invalid inputs""  # $_CONTRACT_$
    groups = [s[(3 * i):min((3 * i + 3), len(s))] for i in range((len(s) + 2) // 3)]
    groups = [(group[-1] + group[:-1]) if len(group) == 3 else group for group in groups]
    return """".join(groups)",True,True,
