any_hit,benchmark,candidate_hits,db_id,db_path,difficulty,empty_sql,evidence,first_hit,first_pred_error,first_pred_sql,first_pred_success,gold_error,gold_sql,gold_sql_len,gold_success,model_display_name,model_key,model_name,model_version,n_candidates,n_generations,question,question_len,run_label,sample_id,source_path
False,bird,[false],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,,False,,"SELECT 
    f.`FRPM Count (Ages 5-17)`
FROM 
    satscores s
INNER JOIN 
    frpm f ON s.cds = f.CDSCode
WHERE 
    s.rtype = 'Total'
ORDER BY 
    s.AvgScrRead DESC
LIMIT 1",True,,SELECT T2.`FRPM Count (Ages 5-17)` FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrRead DESC LIMIT 1,136,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,"For the school with the highest average score in Reading in the SAT test, what is its FRPM count for students aged 5-17?",120,ea,bird_10,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
True,bird,[true],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,Total enrollment can be represented by `Enrollment (K-12)` + `Enrollment (Ages 5-17)`,True,,"SELECT CDSCode 
FROM frpm 
WHERE (`Enrollment (K-12)` + `Enrollment (Ages 5-17)`) > 500",True,,SELECT T2.CDSCode FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.`Enrollment (K-12)` + T2.`Enrollment (Ages 5-17)` > 500,150,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,Please list the codes of the schools with a total enrollment of over 500.,73,ea,bird_11,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
True,bird,[true],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,moderate,False,Excellence rate = NumGE1500 / NumTstTakr; Eligible free rates for students aged 5-17 = `Free Meal Count (Ages 5-17)` / `Enrollment (Ages 5-17)`,True,,"SELECT MAX(f.`Percent (%) Eligible Free (Ages 5-17)`) AS MaxEligibleFreeRate
FROM satscores s
JOIN frpm f ON s.cds = f.CDSCode
WHERE CAST(s.NumGE1500 AS REAL) / s.NumTstTakr > 0.3",True,,SELECT MAX(CAST(T1.`Free Meal Count (Ages 5-17)` AS REAL) / T1.`Enrollment (Ages 5-17)`) FROM frpm AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE CAST(T2.NumGE1500 AS REAL) / T2.NumTstTakr > 0.3,209,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,"Among the schools with an SAT excellence rate of over 0.3, what is the highest eligible free rate for students aged 5-17?",121,ea,bird_12,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
True,bird,[true],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,Excellence rate = NumGE1500 / NumTstTakr,True,,"WITH RankedSchools AS (
    SELECT 
        s.Phone,
        (sat.NumGE1500 * 1.0 / sat.NumTstTakr) AS ExcellenceRate
    FROM 
        schools s
    INNER JOIN 
        satscores sat ON s.CDSCode = sat.cds
)
SELECT 
    Phone
FROM (
    SELECT 
        Phone,
        ROW_NUMBER() OVER (ORDER BY ExcellenceRate DESC) as rank
    FROM 
        RankedSchools
) AS ranked
WHERE 
    rank <= 3",True,,SELECT T1.Phone FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds ORDER BY CAST(T2.NumGE1500 AS REAL) / T2.NumTstTakr DESC LIMIT 3,149,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,Please list the phone numbers of the schools with the top 3 SAT excellence rate.,80,ea,bird_13,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
True,bird,[true],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,,True,,"SELECT s.NCESSchool
FROM frpm f
INNER JOIN schools s ON f.CDSCode = s.CDSCode
ORDER BY f.`Enrollment (Ages 5-17)` DESC
LIMIT 5",True,,SELECT T1.NCESSchool FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T2.`Enrollment (Ages 5-17)` DESC LIMIT 5,138,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,"List the top five schools, by descending order, from the highest to the lowest, the most number of Enrollment (Ages 5-17). Please give their NCES school identification number.",175,ea,bird_14,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
False,bird,[false],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,,False,,"SELECT 
    T2.dname AS DistrictName,
    AVG(T2.AvgScrRead) AS AverageReadingScore
FROM 
    schools AS T1
INNER JOIN 
    satscores AS T2 ON T1.CDSCode = T2.cds
WHERE 
    T1.StatusType = 'Active'
GROUP BY 
    T2.dname
ORDER BY 
    AVG(T2.AvgScrRead) DESC
LIMIT 1",True,,SELECT T1.District FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.StatusType = 'Active' ORDER BY T2.AvgScrRead DESC LIMIT 1,154,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,Which active district has the highest average score in Reading?,63,ea,bird_15,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
False,bird,[false],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,,False,,"SELECT 
    COUNT(*) AS TotalSchools
FROM 
    satscores ss
JOIN 
    schools s ON ss.cds = s.CDSCode
WHERE 
    s.County = 'Alameda' AND 
    s.District = 'Merged' AND 
    ss.NumTstTakr < 100",True,,SELECT COUNT(T1.CDSCode) FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.StatusType = 'Merged' AND T2.NumTstTakr < 100 AND T1.County = 'Lake',171,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,How many schools in merged Alameda have number of test takers less than 100?,76,ea,bird_16,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
False,bird,[false],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,Valid charter number means the number is not null,False,,"SELECT 
    s.CharterNum,
    ss.AvgScrWrite AS AvgWritingScore
FROM 
    schools s
INNER JOIN 
    satscores ss ON s.CDSCode = ss.cds
WHERE 
    ss.AvgScrWrite > 499
ORDER BY 
    ss.AvgScrWrite DESC",True,,"SELECT CharterNum, AvgScrWrite, RANK() OVER (ORDER BY AvgScrWrite DESC) AS WritingScoreRank FROM schools AS T1  INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T2.AvgScrWrite > 499 AND CharterNum is not null",215,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,"Rank schools by their average score in Writing where the score is greater than 499, showing their charter numbers.",114,ea,bird_17,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
False,bird,[false],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,,False,,"SELECT 
    COUNT(*) AS Total_Schools
FROM 
    satscores ss
INNER JOIN 
    schools s ON ss.cds = s.CDSCode
WHERE 
    s.County = 'Fresno' AND 
    s.FundingType = 'Direct' AND 
    ss.NumTstTakr <= 250",True,,SELECT COUNT(T1.CDSCode) FROM frpm AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.`Charter Funding Type` = 'Directly funded' AND T1.`County Name` = 'Fresno' AND T2.NumTstTakr <= 250,199,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,How many schools in Fresno (directly funded) have number of test takers not more than 250?,90,ea,bird_18,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
False,bird,[false],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,,False,,"SELECT s.Phone 
FROM schools AS s
JOIN (
  SELECT cds, MAX(AvgScrMath) as max_math_score
  FROM satscores
  GROUP BY cds
  ORDER BY max_math_score DESC
  LIMIT 1
) AS ss ON s.CDSCode = ss.cds",True,,SELECT T1.Phone FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds ORDER BY T2.AvgScrMath DESC LIMIT 1,120,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,What is the phone number of the school that has the highest average score in Math?,82,ea,bird_19,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
True,bird,[true],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,,True,,"SELECT COUNT(*) AS SchoolCount
FROM frpm
WHERE `County Name` = 'Amador' AND `Low Grade` = '9' AND `High Grade` = '12'",True,,SELECT COUNT(T1.`School Name`) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Amador' AND T1.`Low Grade` = 9 AND T1.`High Grade` = 12,173,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,How many schools in Amador which the Low Grade is 9 and the High Grade is 12?,77,ea,bird_20,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
True,bird,[true],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,,True,,"SELECT COUNT(*) AS SchoolCount
FROM frpm
WHERE `County Name` = 'Los Angeles'
  AND `Free Meal Count (K-12)` > 500
  AND `FRPM Count (K-12)` < 700",True,,SELECT COUNT(CDSCode) FROM frpm WHERE `County Name` = 'Los Angeles' AND `Free Meal Count (K-12)` > 500 AND `FRPM Count (K-12)`< 700,131,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,In Los Angeles how many schools have more than 500 free meals but less than 700 free or reduced price meals for K-12?,117,ea,bird_21,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
False,bird,[false],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,,False,,"SELECT T2.School 
FROM satscores AS T1 
INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode 
WHERE T2.County = 'Contra Costa' 
ORDER BY T1.NumTstTakr DESC 
LIMIT 1",True,,SELECT sname FROM satscores WHERE cname = 'Contra Costa' AND sname IS NOT NULL ORDER BY NumTstTakr DESC LIMIT 1,111,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,Which school in Contra Costa has the highest number of test takers?,67,ea,bird_22,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
False,bird,[false],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,moderate,False,Diffrence in enrollement = `Enrollment (K-12)` - `Enrollment (Ages 5-17)`,False,,"SELECT 
    s.School, 
    s.Street || ', ' || s.City || ', ' || s.State AS FullAddress
FROM 
    frpm f
INNER JOIN 
    schools s ON f.CDSCode = s.CDSCode
WHERE 
    (f.`Enrollment (K-12)` - f.`Enrollment (Ages 5-17)`) > 30",True,,"SELECT T1.School, T1.Street FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.`Enrollment (K-12)` - T2.`Enrollment (Ages 5-17)` > 30",159,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,List the names of schools with more than 30 difference in enrollements between K-12 and ages 5-17? Please also give the full street adress of the schools.,154,ea,bird_23,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
False,bird,[false],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,moderate,False,Percent eligible for free meals = Free Meal Count (K-12) / Total (Enrollment (K-12),False,,"SELECT DISTINCT T2.School 
FROM frpm AS T1 
INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode 
INNER JOIN satscores AS T3 ON T2.CDSCode = T3.cds 
WHERE (T1.`Free Meal Count (K-12)` / T1.`Enrollment (K-12)`) > 0.1 AND T3.NumGE1500 > 0",True,,SELECT T2.`School Name` FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode WHERE CAST(T2.`Free Meal Count (K-12)` AS REAL) / T2.`Enrollment (K-12)` > 0.1 AND T1.NumGE1500 > 0,189,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,Give the names of the schools with the percent eligible for free meals in K-12 is more than 0.1 and test takers whose test score is greater than or equal to 1500?,162,ea,bird_24,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
False,bird,[false],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,moderate,False,Average of average math = sum(average math scores) / count(schools).,False,,"SELECT 
    s.School, 
    s.FundingType
FROM 
    schools s
INNER JOIN 
    satscores ss ON s.CDSCode = ss.cds
WHERE 
    s.County = 'Riverside'
GROUP BY 
    s.School, s.FundingType
HAVING 
    AVG(ss.AvgScrMath) > 400",True,,"SELECT T1.sname, T2.`Charter Funding Type` FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode WHERE T2.`District Name` LIKE 'Riverside%' GROUP BY T1.sname, T2.`Charter Funding Type` HAVING CAST(SUM(T1.AvgScrMath) AS REAL) / COUNT(T1.cds) > 400",258,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,"Name schools in Riverside which the average of average math score for SAT is grater than 400, what is the funding type of these schools?",136,ea,bird_25,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
False,bird,[false],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,moderate,False,"Full communication address should include Street, City, State and zip code if any.",False,,"SELECT 
    s.School, 
    s.Street, 
    s.City, 
    s.State, 
    s.Zip
FROM 
    schools s
INNER JOIN 
    frpm f ON s.CDSCode = f.CDSCode
WHERE 
    f.`FRPM Count (Ages 5-17)` > 800 AND 
    s.County = 'Monterey' AND 
    s.StatusType = 'High School'",True,,"SELECT T1.`School Name`, T2.Street, T2.City, T2.State, T2.Zip FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Monterey' AND T1.`Free Meal Count (Ages 5-17)` > 800 AND T1.`School Type` = 'High Schools (Public)'",248,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,State the names and full communication address of high schools in Monterey which has more than 800 free or reduced price meals for ages 15-17?,142,ea,bird_26,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
False,bird,[false],california_schools,/home/count/code/vkr/data/nl2sql/bird/dev_databases/california_schools/california_schools.sqlite,moderate,False,Communication number refers to phone number.,False,,"SELECT 
    s.School AS SchoolName,
    ss.AvgScrWrite AS AverageWritingScore,
    s.Phone AS CommunicationNumber
FROM schools s
JOIN satscores ss ON s.CDSCode = ss.cds
WHERE (strftime('%Y', s.OpenDate) > '1991' OR strftime('%Y', s.ClosedDate) < '2000')
ORDER BY AverageWritingScore DESC",True,,"SELECT T2.School, T1.AvgScrWrite, T2.Phone FROM schools AS T2 LEFT JOIN satscores AS T1 ON T2.CDSCode = T1.cds WHERE strftime('%Y', T2.OpenDate) > '1991' OR strftime('%Y', T2.ClosedDate) < '2000'",195,True,Arctic-Text2SQL-R1-7B,m2_arctic,Arctic-Text2SQL-R1-7B,latest,1,1,"What is the average score in writing for the schools that were opened after 1991 or closed before 2000? List the school names along with the score. Also, list the communication number of the schools if there is any.",215,ea,bird_27,/home/count/code/vkr/results/nl2sql/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260407_005256.jsonl
